female	married	nevermar	wkswork	wsal	age	hsdeg	somecol	colldeg	msdoc	hrswkd	nonwht	hispanic	stateid
0	1	0	52	290000	48	0	0	1	0	40	0	0	49
0	1	0	52	110000	48	0	0	1	0	50	0	0	49
0	1	0	52	120000	39	0	0	0	1	52	0	0	49
0	1	0	52	87500	38	0	1	0	0	56	0	0	49
0	1	0	51	41000	38	0	0	1	0	43	0	0	49
0	1	0	52	40000	25	0	1	0	0	40	0	0	49
0	1	0	51	32000	35	0	1	0	0	40	0	0	49
0	1	0	52	66000	31	1	0	0	0	40	0	0	49
0	1	0	52	82500	29	0	0	1	0	45	0	0	49
0	1	0	52	93000	48	0	0	1	0	40	0	0	49
0	1	0	52	110000	36	0	0	1	0	50	0	0	49
0	1	0	52	70000	55	0	1	0	0	50	0	0	49
1	0	1	52	30000	26	0	1	0	0	40	0	0	49
0	1	0	52	67000	35	0	0	1	0	45	0	0	49
0	1	0	52	46000	37	0	0	0	1	40	0	0	49
0	1	0	52	75000	34	0	0	1	0	40	0	0	49
0	1	0	50	120000	47	0	1	0	0	45	0	0	49
0	1	0	52	56000	36	0	1	0	0	40	0	0	49
0	1	0	52	98000	32	0	0	1	0	40	0	0	49
0	1	0	52	86000	41	0	0	0	1	60	0	0	49
0	1	0	52	117000	36	0	1	0	0	40	0	0	49
1	1	0	52	35000	35	0	1	0	0	50	0	0	49
0	1	0	52	80000	35	0	1	0	0	60	0	0	49
0	1	0	52	200000	40	0	0	1	0	40	0	0	49
1	1	0	52	80000	38	0	0	1	0	40	0	0	49
0	1	0	52	35000	36	0	1	0	0	40	0	0	49
0	1	0	52	95000	50	0	1	0	0	40	0	0	49
1	1	0	52	60709	50	0	1	0	0	40	0	0	49
0	1	0	52	45000	42	0	0	1	0	40	0	0	49
0	1	0	52	150000	42	0	0	0	1	50	0	0	49
0	1	0	52	65000	33	0	0	1	0	42	0	0	49
0	1	0	52	58000	40	0	0	1	0	45	0	0	49
0	1	0	52	130000	38	0	0	0	1	40	0	0	49
1	1	0	52	45000	33	0	1	0	0	40	0	0	49
1	1	0	48	36000	27	0	0	0	1	40	0	0	49
0	1	0	51	48000	29	0	0	1	0	50	0	0	49
0	1	0	52	31500	28	1	0	0	0	40	1	0	49
1	0	1	52	35000	44	0	0	1	0	50	0	0	49
1	0	1	52	37000	40	0	0	1	0	55	0	0	49
0	1	0	52	35000	63	1	0	0	0	40	0	0	49
0	1	0	52	18000	62	0	0	0	0	35	0	1	49
1	1	0	52	40000	58	0	0	0	0	52	0	1	49
0	0	0	52	26000	32	1	0	0	0	40	0	1	49
0	1	0	52	30000	43	0	0	0	0	40	1	1	49
0	1	0	52	36000	31	0	1	0	0	55	0	0	49
1	1	0	52	32000	50	0	1	0	0	40	0	0	49
0	1	0	52	30000	30	0	1	0	0	40	0	0	49
1	1	0	52	40000	29	0	0	1	0	40	0	0	49
0	1	0	52	30000	33	0	1	0	0	50	0	0	49
0	1	0	52	150000	41	0	0	1	0	40	0	0	49
1	1	0	52	28800	38	0	1	0	0	40	0	0	49
0	1	0	52	100000	64	0	1	0	0	50	0	0	49
1	0	0	52	45000	61	0	1	0	0	40	0	0	49
0	1	0	52	15000	59	0	0	0	0	60	0	0	49
1	1	0	52	30000	39	0	1	0	0	40	0	0	49
1	0	0	52	28000	56	1	0	0	0	40	0	0	49
0	1	0	52	44000	31	0	1	0	0	60	1	0	49
0	1	0	52	28000	50	0	0	0	0	40	0	1	49
0	1	0	52	25000	36	1	0	0	0	50	1	1	49
1	1	0	52	20000	30	0	1	0	0	40	0	1	49
0	1	0	52	90002	31	0	0	0	1	40	0	0	49
0	0	1	50	35000	36	1	0	0	0	35	0	0	49
0	0	1	52	30000	36	1	0	0	0	50	0	0	49
0	1	0	52	40000	28	0	1	0	0	40	0	0	49
0	1	0	52	490000	36	0	0	1	0	40	0	0	49
0	1	0	52	30000	46	0	1	0	0	40	0	0	49
1	1	0	52	40000	46	0	0	1	0	35	0	0	49
0	1	0	52	38760	42	0	0	0	0	40	1	0	49
0	1	0	52	40000	32	0	1	0	0	40	0	0	49
0	0	0	52	60000	49	0	0	1	0	50	0	0	49
0	0	0	52	100000	45	0	1	0	0	60	0	0	49
0	1	0	52	55000	46	0	1	0	0	60	0	0	49
1	1	0	52	93600	45	0	0	1	0	40	0	0	49
1	0	0	52	30000	40	0	1	0	0	52	0	0	49
0	1	0	48	65000	36	0	0	1	0	50	0	0	49
0	1	0	52	45000	41	0	0	0	1	40	0	0	49
1	1	0	52	11000	39	0	1	0	0	40	0	1	49
0	1	0	49	26000	47	1	0	0	0	40	0	1	49
1	0	1	52	33700	31	1	0	0	0	40	0	0	49
0	0	0	52	60000	56	1	0	0	0	40	0	0	49
0	0	1	50	25000	27	1	0	0	0	40	0	0	49
0	0	0	52	20000	53	0	0	0	0	40	0	0	49
1	0	0	52	1099999	60	0	0	0	0	50	0	1	49
0	0	1	52	1099999	39	1	0	0	0	52	0	1	49
